step,loss,lr
228,1.85156250,1.63773673019e-06
229,1.59375000,1.61151337422e-06
230,2.35937500,1.58580119897e-06
231,1.89843750,1.56060358458e-06
232,2.03125000,1.53592384352e-06
233,2.14062500,1.51176522019e-06
234,1.76562500,1.48813089049e-06
235,1.90625000,1.46502396138e-06
236,1.65625000,1.44244747051e-06
237,1.73437500,1.42040438579e-06
238,1.40625000,1.39889760499e-06
239,2.14062500,1.3779299554e-06
240,2.39062500,1.35750419344e-06
241,2.00000000,1.33762300426e-06
242,1.91406250,1.31828900146e-06
243,1.41406250,1.29950472669e-06
244,1.96093750,1.28127264932e-06
245,2.15625000,1.26359516615e-06
246,1.85156250,1.24647460105e-06
247,1.48437500,1.22991320471e-06
248,1.63281250,1.21391315428e-06
249,1.42187500,1.19847655313e-06
250,3.06250000,1.18360543056e-06
251,1.39843750,1.16930174152e-06
252,1.63281250,1.15556736639e-06
253,1.96875000,1.14240411067e-06
254,2.34375000,1.12981370482e-06
255,1.76562500,1.11779780397e-06
256,2.31250000,1.10635798773e-06
257,1.71875000,1.09549575998e-06
258,1.82031250,1.08521254867e-06
259,2.54687500,1.07550970563e-06
260,1.42968750,1.0663885064e-06
261,1.34375000,1.05785015005e-06
262,1.67187500,1.04989575904e-06
263,0.98437500,1.04252637904e-06
264,1.22656250,1.03574297884e-06
265,1.97656250,1.02954645018e-06
266,1.98437500,1.02393760767e-06
267,1.66406250,1.01891718863e-06
268,1.57031250,1.01448585306e-06
269,1.57812500,1.0106441835e-06
270,1.69531250,1.00739268497e-06
271,2.25000000,1.00473178491e-06
272,1.67187500,1.00266183314e-06
273,1.47656250,1.00118310175e-06
274,1.64062500,1.00029578516e-06
